ReviewID,ProductID,UserID,Rating,ReviewText,ReviewDate
REV2094,Product_E,User_132,5,love this product. excellent quality.,2024-01-09
REV2095,Product_C,User_184,1,missing features. very disappointed.,2023-10-09
REV2096,Product_E,User_132,1,missing features. does not work. decent for the price.,2024-09-01
REV2097,Product_A,User_168,4,very satisfied. works perfectly.,2024-10-06
REV2098,Product_E,User_136,5,best purchase ever. works perfectly. some pros and cons.,2024-12-14
REV2099,Product_C,User_144,1,would not recommend. customer service was bad.,2024-12-17
REV2100,Product_D,User_194,2,difficult to use. worst purchase.,2023-03-13
REV2101,Product_C,User_149,3,it's okay. waste of money.,2023-09-25
REV2102,Product_A,User_116,3,neither good nor bad. waste of money.,2024-09-15
REV2103,Product_C,User_150,2,very disappointed. one star.,2023-04-13
REV2104,Product_B,User_181,2,broke easily. does not work.,2023-12-01
REV2105,Product_A,User_137,4,fantastic. five stars. works as expected.,2024-04-25
REV2106,Product_E,User_128,1,awful. terrible product.,2023-05-18
REV2107,Product_D,User_187,4,excellent quality. very satisfied.,2023-03-10
REV2108,Product_C,User_142,5,amazing features. easy to use. met expectations.,2023-04-21
REV2109,Product_D,User_155,4,works perfectly. works perfectly.,2023-10-08
REV2110,Product_E,User_150,2,waste of money. waste of money.,2024-02-07
REV2111,Product_E,User_121,2,very disappointed. terrible product.,2024-02-09
REV2112,Product_B,User_145,4,love this product. best purchase ever.,2024-06-29
REV2113,Product_B,User_146,1,very disappointed. awful.,2023-05-01
REV2114,Product_A,User_125,5,fantastic. love this product.,2023-09-14
REV2115,Product_B,User_127,4,fantastic. excellent quality.,2023-03-19
REV2116,Product_C,User_106,3,neither good nor bad. one star.,2023-01-03
REV2117,Product_B,User_137,5,amazing features. easy to use.,2023-01-15
REV2118,Product_A,User_116,2,very disappointed. worst purchase.,2023-08-19
REV2119,Product_A,User_112,1,missing features. would not recommend.,2023-07-31
REV2120,Product_E,User_117,1,would not recommend. very disappointed.,2023-04-21
REV2121,Product_D,User_182,1,missing features. waste of money.,2024-07-07
REV2122,Product_B,User_158,2,bad experience. very disappointed.,2023-11-11
REV2123,Product_E,User_121,1,very disappointed. very disappointed. nothing special.,2023-10-04
REV2124,Product_A,User_102,3,could be better. awful.,2023-08-31
REV2125,Product_D,User_191,2,would not recommend. very disappointed.,2023-03-16
REV2126,Product_A,User_165,3,could be better. wonderful experience.,2024-12-15
REV2127,Product_E,User_169,4,very satisfied. highly recommend.,2024-02-14
REV2128,Product_D,User_111,1,terrible product. worst purchase.,2024-07-12
REV2129,Product_C,User_199,5,love this product. very satisfied.,2023-09-16
REV2130,Product_E,User_122,2,one star. poor quality.,2024-10-11
REV2131,Product_D,User_164,2,waste of money. missing features.,2023-11-15
REV2132,Product_C,User_193,3,it's okay. one star.,2023-04-05
REV2133,Product_B,User_177,4,exceeded expectations. amazing features. works as expected.,2024-01-11
REV2134,Product_A,User_139,3,met expectations. wonderful experience.,2023-11-16
REV2135,Product_A,User_113,3,decent for the price. works perfectly.,2023-10-18
REV2136,Product_B,User_161,3,some pros and cons. missing features.,2023-05-12
REV2137,Product_C,User_137,2,terrible product. missing features.,2023-01-23
REV2138,Product_E,User_150,2,does not work. very disappointed.,2023-02-08
REV2139,Product_B,User_163,3,it's okay. difficult to use.,2024-05-14
REV2140,Product_D,User_128,3,some pros and cons. great value.,2024-07-03
REV2141,Product_A,User_167,3,average product. broke easily.,2024-08-20
REV2142,Product_A,User_137,2,would not recommend. bad experience. could be better.,2023-06-08
REV2143,Product_E,User_128,5,highly recommend. five stars.,2023-02-16
REV2144,Product_C,User_135,3,decent for the price. customer service was bad.,2023-10-19
REV2145,Product_B,User_145,2,one star. worst purchase.,2023-12-29
REV2146,Product_A,User_196,2,awful. one star.,2024-09-14
REV2147,Product_D,User_167,4,fantastic. great value.,2023-05-13
REV2148,Product_A,User_191,2,missing features. very disappointed. could be better.,2024-01-13
REV2149,Product_C,User_122,1,waste of money. worst purchase.,2024-09-04
REV2150,Product_A,User_162,1,does not work. awful.,2024-07-20
REV2151,Product_E,User_108,1,would not recommend. missing features. some pros and cons.,2023-07-21
REV2152,Product_D,User_124,3,met expectations. excellent quality.,2024-08-24
REV2153,Product_B,User_190,3,works as expected. amazing features.,2024-06-12
REV2154,Product_E,User_187,4,love this product. wonderful experience.,2023-06-10
REV2155,Product_D,User_184,2,difficult to use. terrible product.,2023-02-18
REV2156,Product_D,User_185,1,bad experience. awful.,2024-04-20
REV2157,Product_E,User_193,1,does not work. broke easily.,2023-08-03
REV2158,Product_A,User_144,5,fantastic. works perfectly. works as expected.,2024-04-21
REV2159,Product_B,User_191,2,poor quality. customer service was bad.,2023-04-23
REV2160,Product_A,User_107,4,easy to use. works perfectly.,2023-02-24
REV2161,Product_C,User_133,2,terrible product. difficult to use.,2024-01-15
REV2162,Product_E,User_107,2,difficult to use. does not work. could be better.,2023-11-09
REV2163,Product_E,User_166,1,terrible product. one star. average product.,2023-02-20
REV2164,Product_C,User_115,3,nothing special. waste of money.,2024-03-27
REV2165,Product_B,User_106,2,difficult to use. waste of money. works as expected.,2024-11-03
REV2166,Product_E,User_159,4,excellent quality. love this product.,2023-03-23
REV2167,Product_C,User_101,4,easy to use. easy to use. decent for the price.,2024-12-07
REV2168,Product_A,User_197,5,five stars. works perfectly.,2023-02-22
REV2169,Product_A,User_173,4,fantastic. exceeded expectations.,2023-06-07
REV2170,Product_B,User_180,1,missing features. awful.,2024-06-09
REV2171,Product_A,User_121,1,customer service was bad. would not recommend. average product.,2023-08-23
REV2172,Product_C,User_169,5,great value. best purchase ever.,2023-05-26
REV2173,Product_A,User_136,2,very disappointed. worst purchase.,2023-06-02
REV2174,Product_B,User_185,5,amazing features. very satisfied.,2023-01-27
REV2175,Product_D,User_152,2,worst purchase. bad experience.,2024-03-30
REV2176,Product_D,User_161,5,excellent quality. five stars.,2024-09-25
REV2177,Product_C,User_152,1,does not work. worst purchase. could be better.,2023-10-19
REV2178,Product_D,User_158,3,met expectations. fantastic.,2023-08-15
REV2179,Product_A,User_135,5,works perfectly. works perfectly.,2023-05-28
REV2180,Product_C,User_197,1,worst purchase. poor quality. some pros and cons.,2023-07-20
REV2181,Product_A,User_188,1,broke easily. awful.,2023-03-02
REV2182,Product_C,User_143,3,met expectations. does not work.,2024-03-10
REV2183,Product_D,User_158,5,best purchase ever. amazing features.,2023-01-17
REV2184,Product_C,User_107,4,love this product. easy to use.,2024-10-22
REV2185,Product_B,User_188,1,broke easily. worst purchase. neither good nor bad.,2023-09-25
REV2186,Product_B,User_184,1,worst purchase. difficult to use. decent for the price.,2023-03-27
REV2187,Product_C,User_147,1,broke easily. difficult to use.,2024-05-12
REV2188,Product_C,User_117,4,best purchase ever. easy to use. could be better.,2024-03-18
REV2189,Product_D,User_159,3,works as expected. awful.,2023-04-08
REV2190,Product_D,User_138,2,awful. terrible product.,2024-06-10
REV2191,Product_E,User_181,1,bad experience. worst purchase.,2023-06-10
REV2192,Product_C,User_141,2,customer service was bad. broke easily.,2024-06-29
REV2193,Product_B,User_131,5,works perfectly. exceeded expectations.,2024-08-30
REV2194,Product_E,User_161,4,great value. five stars.,2024-04-21
REV2195,Product_A,User_109,4,highly recommend. great value.,2023-12-25
REV2196,Product_C,User_144,1,awful. customer service was bad.,2023-05-22
REV2197,Product_E,User_124,2,terrible product. waste of money.,2024-03-07
REV2198,Product_A,User_187,1,broke easily. worst purchase.,2023-05-20
REV2199,Product_C,User_169,5,fantastic. exceeded expectations.,2024-03-15
REV2200,Product_A,User_170,2,would not recommend. broke easily.,2024-07-17
REV2201,Product_E,User_173,5,excellent quality. amazing features. it's okay.,2023-04-17
REV2202,Product_C,User_105,2,waste of money. very disappointed.,2024-05-31
REV2203,Product_A,User_198,1,worst purchase. terrible product. works as expected.,2023-01-20
REV2204,Product_B,User_161,2,awful. does not work.,2023-05-25
REV2205,Product_E,User_188,5,highly recommend. great value. some pros and cons.,2023-11-25
REV2206,Product_C,User_191,3,some pros and cons. excellent quality.,2024-06-24
REV2207,Product_B,User_108,4,fantastic. amazing features.,2024-04-07
REV2208,Product_B,User_187,3,met expectations. great value.,2023-05-04
REV2209,Product_B,User_169,2,one star. bad experience.,2023-02-06
REV2210,Product_A,User_139,5,wonderful experience. works perfectly.,2023-10-28
REV2211,Product_C,User_176,2,very disappointed. awful.,2023-10-16
REV2212,Product_A,User_158,4,amazing features. wonderful experience.,2024-07-24
REV2213,Product_E,User_141,1,broke easily. very disappointed. decent for the price.,2023-12-22
REV2214,Product_E,User_157,3,neither good nor bad. exceeded expectations.,2023-01-31
REV2215,Product_B,User_199,5,wonderful experience. wonderful experience. average product.,2023-09-15
REV2216,Product_C,User_116,5,excellent quality. five stars. works as expected.,2023-12-26
REV2217,Product_B,User_195,3,decent for the price. highly recommend.,2024-02-16
REV2218,Product_D,User_167,4,love this product. five stars. met expectations.,2023-07-11
REV2219,Product_B,User_181,1,customer service was bad. bad experience.,2023-11-02
REV2220,Product_C,User_151,3,neither good nor bad. love this product.,2024-01-16
REV2221,Product_C,User_157,3,average product. wonderful experience.,2024-06-21
REV2222,Product_A,User_198,4,amazing features. easy to use.,2024-02-01
REV2223,Product_E,User_174,5,highly recommend. very satisfied. works as expected.,2023-05-10
REV2224,Product_D,User_155,1,bad experience. waste of money.,2024-08-26
REV2225,Product_C,User_183,5,amazing features. great value.,2024-10-20
REV2226,Product_B,User_137,1,poor quality. bad experience. it's okay.,2024-06-10
REV2227,Product_D,User_117,1,one star. broke easily.,2023-09-28
REV2228,Product_A,User_192,1,awful. broke easily.,2023-11-05
REV2229,Product_C,User_192,4,fantastic. five stars.,2024-11-23
REV2230,Product_A,User_193,4,easy to use. love this product.,2023-07-25
REV2231,Product_D,User_108,4,amazing features. five stars. met expectations.,2024-11-08
REV2232,Product_E,User_101,5,fantastic. exceeded expectations.,2023-12-10
REV2233,Product_E,User_117,1,poor quality. customer service was bad.,2023-11-16
REV2234,Product_E,User_188,3,some pros and cons. very satisfied.,2023-04-12
REV2235,Product_A,User_116,3,some pros and cons. very disappointed.,2024-08-10
REV2236,Product_D,User_132,4,fantastic. excellent quality.,2024-12-14
REV2237,Product_A,User_132,2,would not recommend. worst purchase.,2024-08-11
REV2238,Product_B,User_145,2,poor quality. poor quality. it's okay.,2023-05-02
REV2239,Product_E,User_166,3,met expectations. missing features.,2024-09-26
REV2240,Product_B,User_175,1,awful. poor quality.,2023-09-21
REV2241,Product_C,User_106,4,highly recommend. highly recommend.,2024-04-03
REV2242,Product_C,User_140,2,worst purchase. customer service was bad. met expectations.,2024-11-30
REV2243,Product_D,User_112,4,wonderful experience. works perfectly. neither good nor bad.,2024-06-20
REV2244,Product_E,User_107,4,great value. easy to use. average product.,2024-09-22
REV2245,Product_C,User_121,2,awful. missing features.,2024-07-02
REV2246,Product_B,User_134,4,wonderful experience. very satisfied. it's okay.,2024-03-20
REV2247,Product_A,User_193,4,best purchase ever. wonderful experience.,2024-12-25
REV2248,Product_D,User_191,5,highly recommend. five stars. it's okay.,2023-12-30
REV2249,Product_A,User_135,3,decent for the price. highly recommend.,2023-09-07
REV2250,Product_B,User_135,2,worst purchase. does not work.,2023-10-22
REV2251,Product_D,User_102,5,excellent quality. fantastic.,2023-08-25
REV2252,Product_C,User_125,1,would not recommend. customer service was bad. average product.,2024-06-03
REV2253,Product_E,User_137,5,very satisfied. five stars.,2024-07-06
REV2254,Product_D,User_101,1,broke easily. missing features.,2023-05-25
REV2255,Product_C,User_104,2,awful. one star. neither good nor bad.,2024-03-24
REV2256,Product_B,User_166,3,some pros and cons. highly recommend.,2024-09-21
REV2257,Product_D,User_100,3,met expectations. amazing features.,2023-11-09
REV2258,Product_E,User_146,3,decent for the price. awful.,2023-07-23
REV2259,Product_D,User_178,4,exceeded expectations. wonderful experience. average product.,2024-09-11
REV2260,Product_E,User_119,1,bad experience. terrible product. met expectations.,2023-10-09
REV2261,Product_E,User_158,5,love this product. works perfectly. nothing special.,2023-06-10
REV2262,Product_B,User_187,5,exceeded expectations. excellent quality.,2023-09-08
REV2263,Product_A,User_138,5,fantastic. exceeded expectations.,2023-08-11
REV2264,Product_D,User_122,4,wonderful experience. highly recommend.,2024-01-19
REV2265,Product_D,User_107,2,terrible product. difficult to use.,2023-12-07
REV2266,Product_B,User_164,5,easy to use. best purchase ever.,2023-11-07
REV2267,Product_B,User_116,2,awful. awful.,2024-06-21
REV2268,Product_A,User_145,3,works as expected. customer service was bad.,2023-01-01
REV2269,Product_E,User_189,5,excellent quality. excellent quality.,2023-08-08
REV2270,Product_A,User_140,1,bad experience. missing features. some pros and cons.,2023-03-30
REV2271,Product_D,User_197,3,met expectations. very satisfied.,2024-01-16
REV2272,Product_B,User_181,3,some pros and cons. wonderful experience.,2024-02-01
REV2273,Product_A,User_187,3,some pros and cons. love this product.,2024-03-30
REV2274,Product_B,User_170,4,great value. works perfectly.,2023-05-23
REV2275,Product_A,User_148,1,does not work. one star. works as expected.,2024-05-11
REV2276,Product_B,User_145,2,waste of money. worst purchase.,2023-01-03
REV2277,Product_D,User_192,2,missing features. one star. decent for the price.,2023-06-03
REV2278,Product_D,User_114,4,easy to use. very satisfied.,2023-02-12
REV2279,Product_C,User_142,4,easy to use. exceeded expectations. decent for the price.,2023-01-21
REV2280,Product_A,User_135,4,works perfectly. highly recommend.,2024-12-15
REV2281,Product_B,User_177,3,nothing special. bad experience.,2024-01-08
REV2282,Product_C,User_107,4,best purchase ever. highly recommend.,2023-05-24
REV2283,Product_A,User_176,2,worst purchase. missing features.,2024-10-05
REV2284,Product_B,User_138,4,easy to use. fantastic.,2023-06-08
REV2285,Product_B,User_155,5,highly recommend. highly recommend. met expectations.,2023-02-05
REV2286,Product_D,User_144,1,broke easily. bad experience.,2023-12-28
REV2287,Product_D,User_108,5,amazing features. best purchase ever. some pros and cons.,2023-01-26
REV2288,Product_B,User_171,5,love this product. best purchase ever. nothing special.,2023-06-01
REV2289,Product_C,User_199,2,difficult to use. worst purchase.,2023-03-01
REV2290,Product_D,User_173,3,average product. love this product.,2024-03-14
REV2291,Product_D,User_197,3,neither good nor bad. very disappointed.,2024-11-03
REV2292,Product_C,User_191,5,exceeded expectations. best purchase ever. some pros and cons.,2024-03-30
REV2293,Product_B,User_163,1,waste of money. poor quality.,2023-09-20
REV2294,Product_A,User_174,5,five stars. works perfectly.,2023-10-07
REV2295,Product_E,User_135,2,would not recommend. does not work.,2023-12-19
REV2296,Product_C,User_169,1,difficult to use. would not recommend.,2024-02-29
REV2297,Product_B,User_159,4,five stars. exceeded expectations.,2024-05-31
REV2298,Product_C,User_143,2,worst purchase. does not work. average product.,2024-01-16
REV2299,Product_B,User_180,4,easy to use. highly recommend. nothing special.,2023-12-20
REV2300,Product_E,User_192,5,amazing features. easy to use.,2023-10-14
REV2301,Product_D,User_116,1,one star. awful.,2024-02-04
REV2302,Product_D,User_104,5,five stars. love this product.,2023-09-05
REV2303,Product_D,User_169,5,excellent quality. fantastic.,2024-02-10
REV2304,Product_E,User_115,1,very disappointed. would not recommend.,2024-04-04
REV2305,Product_A,User_122,4,wonderful experience. excellent quality.,2023-04-24
REV2306,Product_C,User_172,2,broke easily. does not work.,2024-03-24
REV2307,Product_D,User_181,2,very disappointed. does not work.,2023-11-07
REV2308,Product_E,User_111,4,love this product. best purchase ever.,2023-08-27
REV2309,Product_C,User_129,5,best purchase ever. very satisfied. neither good nor bad.,2023-08-04
REV2310,Product_A,User_114,4,works perfectly. excellent quality. works as expected.,2024-02-09
REV2311,Product_D,User_181,2,missing features. poor quality. met expectations.,2023-09-23
REV2312,Product_D,User_194,1,very disappointed. customer service was bad. works as expected.,2023-04-20
REV2313,Product_A,User_105,3,decent for the price. great value.,2023-01-25
REV2314,Product_D,User_124,2,would not recommend. bad experience.,2023-03-20
REV2315,Product_E,User_130,4,excellent quality. wonderful experience. met expectations.,2024-06-15
REV2316,Product_C,User_101,5,easy to use. works perfectly.,2023-03-01
REV2317,Product_C,User_133,5,excellent quality. exceeded expectations.,2023-12-11
REV2318,Product_C,User_108,1,waste of money. missing features.,2023-04-09
REV2319,Product_D,User_196,3,nothing special. terrible product.,2023-09-17
REV2320,Product_D,User_151,5,highly recommend. highly recommend.,2023-08-09
REV2321,Product_E,User_162,2,bad experience. does not work.,2024-07-27
REV2322,Product_E,User_185,4,easy to use. excellent quality. decent for the price.,2024-10-06
REV2323,Product_B,User_186,5,great value. love this product.,2024-02-27
REV2324,Product_B,User_184,2,poor quality. waste of money.,2024-11-23
REV2325,Product_A,User_198,4,five stars. exceeded expectations.,2024-05-11
REV2326,Product_E,User_125,4,highly recommend. excellent quality.,2024-05-24
REV2327,Product_B,User_198,4,wonderful experience. very satisfied.,2024-03-11
REV2328,Product_E,User_163,2,awful. missing features.,2023-01-17
REV2329,Product_D,User_147,2,terrible product. worst purchase.,2023-01-29
REV2330,Product_E,User_127,4,easy to use. excellent quality.,2024-12-15
REV2331,Product_A,User_159,1,does not work. waste of money.,2023-06-22
REV2332,Product_E,User_107,1,missing features. difficult to use.,2023-07-19
REV2333,Product_C,User_123,5,fantastic. love this product.,2024-04-27
REV2334,Product_B,User_130,5,highly recommend. exceeded expectations.,2024-01-01
REV2335,Product_C,User_127,3,decent for the price. very disappointed.,2024-07-16
REV2336,Product_D,User_180,2,awful. awful.,2023-08-11
REV2337,Product_B,User_166,2,would not recommend. customer service was bad. some pros and cons.,2024-07-14
REV2338,Product_A,User_161,1,worst purchase. waste of money. could be better.,2024-01-05
REV2339,Product_E,User_152,2,one star. poor quality. it's okay.,2023-06-09
REV2340,Product_A,User_124,2,broke easily. customer service was bad.,2024-05-02
REV2341,Product_B,User_121,1,would not recommend. waste of money.,2024-02-18
REV2342,Product_A,User_120,3,neither good nor bad. one star.,2023-05-02
REV2343,Product_B,User_120,1,customer service was bad. waste of money.,2024-02-01
REV2344,Product_C,User_185,4,exceeded expectations. amazing features.,2024-10-23
REV2345,Product_E,User_181,5,great value. highly recommend.,2024-06-24
REV2346,Product_D,User_176,3,decent for the price. awful.,2023-10-05
REV2347,Product_C,User_122,3,neither good nor bad. missing features.,2024-02-17
REV2348,Product_B,User_157,5,fantastic. love this product.,2024-10-17
REV2349,Product_A,User_103,3,works as expected. best purchase ever.,2023-04-14
REV2350,Product_C,User_188,2,waste of money. customer service was bad.,2023-01-10
REV2351,Product_B,User_140,3,some pros and cons. very disappointed.,2023-04-22
REV2352,Product_B,User_157,2,one star. terrible product. some pros and cons.,2024-07-19
REV2353,Product_E,User_119,2,does not work. difficult to use.,2024-08-09
REV2354,Product_E,User_157,3,nothing special. awful.,2023-05-12
REV2355,Product_B,User_136,3,met expectations. waste of money.,2024-04-13
REV2356,Product_D,User_159,2,bad experience. would not recommend.,2023-02-26
REV2357,Product_E,User_113,4,fantastic. great value.,2024-05-29
REV2358,Product_D,User_123,4,excellent quality. works perfectly. works as expected.,2023-06-11
REV2359,Product_C,User_121,1,bad experience. one star.,2024-10-25
REV2360,Product_D,User_163,5,wonderful experience. highly recommend. it's okay.,2023-01-19
REV2361,Product_B,User_162,1,terrible product. broke easily.,2024-09-19
REV2362,Product_A,User_144,3,it's okay. would not recommend.,2023-06-10
REV2363,Product_D,User_174,3,decent for the price. wonderful experience.,2023-05-17
REV2364,Product_B,User_102,2,terrible product. customer service was bad.,2024-09-10
REV2365,Product_A,User_150,5,works perfectly. best purchase ever.,2024-03-01
REV2366,Product_E,User_183,5,great value. best purchase ever.,2023-02-18
REV2367,Product_B,User_103,4,easy to use. easy to use.,2024-09-29
REV2368,Product_A,User_199,1,customer service was bad. one star. some pros and cons.,2023-07-01
REV2369,Product_A,User_135,4,fantastic. five stars. met expectations.,2024-12-25
REV2370,Product_C,User_154,4,fantastic. best purchase ever. met expectations.,2023-08-08
REV2371,Product_A,User_176,2,one star. missing features.,2024-08-04
REV2372,Product_D,User_181,3,some pros and cons. excellent quality.,2023-09-07
REV2373,Product_C,User_106,1,poor quality. awful.,2023-03-11
REV2374,Product_B,User_125,5,fantastic. amazing features.,2024-05-06
REV2375,Product_B,User_168,5,easy to use. best purchase ever. it's okay.,2023-05-11
REV2376,Product_C,User_188,3,some pros and cons. love this product.,2024-01-19
REV2377,Product_E,User_167,2,missing features. difficult to use.,2024-05-04
REV2378,Product_A,User_123,1,bad experience. poor quality.,2024-07-26
REV2379,Product_A,User_138,3,it's okay. very disappointed.,2024-08-20
REV2380,Product_A,User_173,2,poor quality. very disappointed.,2024-05-31
REV2381,Product_B,User_197,2,does not work. bad experience.,2023-05-24
REV2382,Product_D,User_158,4,works perfectly. works perfectly.,2024-10-11
REV2383,Product_D,User_125,5,highly recommend. highly recommend.,2024-01-18
REV2384,Product_D,User_191,5,amazing features. fantastic.,2024-01-16
REV2385,Product_A,User_162,2,missing features. awful.,2023-03-07
REV2386,Product_A,User_141,4,very satisfied. easy to use.,2023-08-15
REV2387,Product_C,User_149,1,does not work. waste of money.,2024-03-02
REV2388,Product_B,User_107,4,five stars. amazing features.,2024-05-22
